claim_id,claim_type,claim_amount,policy_limit,premium,policy_age_days,prior_claims,report_delay_days,police_report
CLM-001784,Property,8696,17392,1344,336,0,2,yes
CLM-027230,Property,9069,18138,120,30,0,2,yes
CLM-028747,Health,11586,23172,756,189,0,2,yes
CLM-008239,Property,9069,18138,1476,369,0,2,yes
CLM-054640,Auto,7517,15034,420,105,0,2,yes
CLM-004493,Liability,8251,16502,600,150,0,2,yes
CLM-014996,Auto,7517,15034,888,222,0,2,yes
CLM-013232,Health,11586,23172,1308,327,0,2,yes
CLM-014584,Auto,7517,15034,96,24,0,2,yes
CLM-046029,Property,9069,18138,324,81,0,18,no
CLM-052015,Health,11586,23172,1476,369,0,2,yes
CLM-048278,Auto,7517,15034,24,6,0,2,yes
CLM-002616,Liability,8251,16502,1212,303,0,2,yes
CLM-015027,Property,9069,18138,1320,330,0,2,yes
CLM-032358,Health,11586,23172,768,192,0,2,yes
CLM-010550,Liability,8251,16502,1608,402,0,18,no
CLM-028833,Property,9069,18138,264,66,0,2,yes
CLM-043333,Health,11586,23172,408,102,0,18,no
CLM-027339,Auto,7517,15034,768,192,0,2,yes
CLM-038745,Health,11586,23172,1320,330,0,2,yes
CLM-036975,Health,11586,23172,708,177,0,18,no
CLM-054943,Property,8696,17392,864,216,0,2,yes
CLM-007198,Auto,7517,15034,0,0,0,2,yes
CLM-015504,Health,11586,23172,1224,306,0,2,yes
CLM-025367,Health,11586,23172,1188,297,0,2,yes
CLM-049856,Property,9069,18138,480,120,0,2,yes
CLM-001972,Property,9069,18138,264,66,0,2,yes
CLM-017723,Health,11586,23172,84,21,0,2,yes
CLM-050103,Property,9069,18138,1356,339,0,18,no
CLM-016331,Auto,7517,15034,84,21,0,2,yes
CLM-017606,Property,8696,17392,120,30,0,2,yes
CLM-002962,Health,11586,23172,180,45,0,2,yes
CLM-004938,Property,9069,18138,420,105,0,2,yes
CLM-042336,Property,9069,18138,1044,261,0,18,no
CLM-046558,Property,9069,18138,1344,336,0,2,yes
CLM-009722,Auto,7517,15034,108,27,0,2,yes
CLM-021718,Liability,9069,18138,252,63,0,2,yes
CLM-035671,Property,8696,17392,1440,360,0,2,yes
CLM-041723,Property,9069,18138,288,72,0,2,yes
CLM-048440,Health,11586,23172,1212,303,0,2,yes
CLM-040599,Property,9069,18138,108,27,0,2,yes
CLM-048404,Liability,9069,18138,828,207,0,2,yes
CLM-045044,Property,9069,18138,636,159,0,2,yes
CLM-016048,Property,9444,18888,276,69,0,2,yes
CLM-032059,Property,9069,18138,1332,333,0,2,yes
CLM-016811,Auto,9942,19884,108,27,0,2,yes
CLM-044337,Auto,7517,15034,1104,276,0,2,yes
CLM-029413,Property,9069,18138,1212,303,0,2,yes
CLM-029820,Health,11586,23172,264,66,0,2,yes
CLM-001302,Property,9444,18888,660,165,0,2,yes
CLM-040306,Property,10444,20888,924,231,0,2,yes
CLM-015481,Health,11586,23172,1056,264,0,2,yes
CLM-009798,Property,9069,18138,684,171,0,2,yes
CLM-055944,Health,11586,23172,1500,375,0,2,yes
CLM-052110,Auto,7773,15546,24,6,0,2,yes
CLM-013590,Property,9069,18138,1464,366,0,2,yes
CLM-004756,Auto,7517,15034,324,81,0,2,yes
CLM-048151,Auto,9942,19884,180,45,0,2,yes
CLM-050629,Property,9444,18888,84,21,0,2,yes
CLM-049953,Health,11586,23172,1476,369,0,18,no
CLM-041814,Health,11586,23172,240,60,0,2,yes
CLM-053854,Auto,7517,15034,1272,318,0,2,yes
CLM-009935,Health,11586,23172,1284,321,0,2,yes
CLM-035514,Property,9069,18138,1452,363,0,2,yes
CLM-022923,Auto,9942,19884,108,27,0,2,yes
CLM-054804,Health,11586,23172,936,234,0,2,yes
CLM-035383,Property,9069,18138,1320,330,0,2,yes
CLM-018522,Auto,7517,15034,672,168,0,2,yes
CLM-005984,Property,8696,17392,1476,369,0,2,yes
CLM-014013,Auto,7517,15034,108,27,0,2,yes
CLM-033696,Health,11586,23172,864,216,0,2,yes
CLM-055384,Property,9069,18138,1248,312,0,2,yes
CLM-039716,Property,9069,18138,108,27,0,2,yes
CLM-029125,Auto,7517,15034,1008,252,0,2,yes
CLM-050663,Property,9069,18138,1488,372,0,2,yes
CLM-009668,Health,11586,23172,864,216,0,2,yes
CLM-011029,Property,9069,18138,1164,291,0,18,no
CLM-039877,Property,9069,18138,1464,366,0,2,yes
CLM-041033,Auto,7517,15034,864,216,0,2,yes
CLM-052884,Property,8696,17392,36,9,0,2,yes
CLM-028365,Liability,8251,16502,1476,369,0,2,yes
CLM-021167,Health,11586,23172,312,78,0,2,yes
CLM-013763,Health,11586,23172,372,93,0,2,yes
CLM-037882,Liability,9069,18138,252,63,0,2,yes
CLM-046358,Auto,7517,15034,1428,357,0,2,yes
CLM-039313,Health,11586,23172,564,141,0,2,yes
CLM-033007,Health,11586,23172,636,159,0,2,yes
CLM-042566,Auto,7517,15034,60,15,0,2,yes
CLM-000725,Liability,9069,18138,108,27,0,2,yes
CLM-035999,Auto,7773,15546,564,141,0,2,yes
CLM-002471,Auto,7517,15034,108,27,0,2,yes
CLM-030077,Property,9069,18138,1404,351,0,2,yes
CLM-009298,Health,11586,23172,1488,372,0,2,yes
CLM-031104,Health,11586,23172,612,153,0,2,yes
CLM-047668,Health,11586,23172,96,24,0,2,yes
CLM-027406,Auto,9942,19884,528,132,0,2,yes
CLM-001178,Property,9069,18138,1404,351,0,2,yes
CLM-032655,Property,10444,20888,1308,327,0,2,yes
CLM-057135,Liability,8251,16502,1428,357,0,2,yes
CLM-021340,Health,11586,23172,108,27,0,2,yes
CLM-000817,Property,9069,18138,372,93,0,18,no
CLM-043341,Property,9069,18138,1428,357,0,2,yes
CLM-017592,Property,10444,20888,1332,333,0,2,yes
CLM-038185,Auto,7517,15034,360,90,0,2,yes
CLM-035491,Property,9069,18138,60,15,0,18,no
CLM-026244,Auto,7773,15546,1104,276,0,2,yes
CLM-023381,Property,9069,18138,804,201,0,18,no
CLM-027134,Auto,7773,15546,612,153,0,2,yes
CLM-052604,Health,11586,23172,1200,300,0,2,yes
CLM-000882,Property,9069,18138,1404,351,0,2,yes
CLM-008150,Auto,7517,15034,84,21,0,2,yes
CLM-047598,Property,9069,18138,108,27,0,2,yes
CLM-005305,Auto,7517,15034,660,165,0,2,yes
CLM-000995,Auto,7773,15546,336,84,0,2,yes
CLM-040179,Auto,7517,15034,36,9,0,2,yes
CLM-048926,Auto,7517,15034,1020,255,0,2,yes
CLM-050707,Auto,7517,15034,708,177,0,2,yes
CLM-009693,Property,9069,18138,60,15,0,2,yes
CLM-033024,Property,9069,18138,324,81,0,2,yes
CLM-023926,Property,8696,17392,204,51,0,2,yes
CLM-041694,Auto,7517,15034,792,198,0,2,yes
CLM-014898,Auto,7517,15034,1020,255,0,2,yes
CLM-056129,Auto,7773,15546,1344,336,0,2,yes
CLM-013267,Property,9069,18138,1356,339,0,2,yes
CLM-000119,Health,11586,23172,1236,309,0,2,yes
CLM-043877,Auto,7517,15034,744,186,0,2,yes
CLM-041744,Property,9069,18138,1368,342,0,2,yes
CLM-056736,Health,11586,23172,216,54,0,2,yes
CLM-049217,Health,11586,23172,1416,354,0,18,no
CLM-033020,Property,9069,18138,216,54,0,2,yes
CLM-025357,Auto,7517,15034,900,225,0,18,no
CLM-045635,Health,11586,23172,660,165,0,2,yes
CLM-038317,Property,9069,18138,1200,300,0,2,yes
CLM-014983,Property,9069,18138,996,249,0,2,yes
CLM-006312,Property,9069,18138,516,129,0,2,yes
CLM-047025,Property,9069,18138,12,3,0,2,yes
CLM-054298,Property,8696,17392,1248,312,0,2,yes
CLM-052603,Property,8696,17392,1476,369,0,2,yes
CLM-051878,Auto,7517,15034,1296,324,0,2,yes
CLM-004682,Liability,8251,16502,1500,375,0,2,yes
CLM-015409,Property,9069,18138,432,108,0,2,yes
CLM-043257,Auto,7517,15034,648,162,0,2,yes
CLM-032048,Auto,7517,15034,1080,270,0,2,yes
CLM-001030,Health,11586,23172,120,30,0,2,yes
CLM-018983,Auto,7517,15034,108,27,0,2,yes
CLM-056973,Auto,7517,15034,1008,252,0,2,yes
CLM-058412,Property,9069,18138,108,27,0,2,yes
CLM-016356,Auto,7517,15034,1176,294,0,2,yes
CLM-031719,Auto,9942,19884,1464,366,0,2,yes
CLM-054410,Health,11586,23172,168,42,0,2,yes
CLM-028765,Auto,7517,15034,312,78,0,2,yes
CLM-010842,Health,11586,23172,1248,312,0,2,yes
CLM-002268,Property,9069,18138,1248,312,0,2,yes
CLM-056867,Auto,9942,19884,636,159,0,2,yes
CLM-031501,Liability,8251,16502,360,90,0,18,no
CLM-007445,Auto,7517,15034,1428,357,0,2,yes
CLM-013680,Auto,7517,15034,312,78,0,18,no
CLM-051737,Property,8696,17392,1128,282,0,2,yes
CLM-057628,Auto,7517,15034,120,30,0,2,yes
CLM-053764,Auto,9942,19884,1284,321,0,2,yes
CLM-022504,Health,11586,23172,732,183,0,2,yes
CLM-044580,Auto,7517,15034,276,69,0,2,yes
CLM-054271,Health,11586,23172,1476,369,0,2,yes
CLM-016678,Auto,7517,15034,552,138,0,2,yes
CLM-030131,Property,9444,18888,1284,321,0,2,yes
CLM-010679,Auto,7517,15034,252,63,0,2,yes
CLM-013632,Property,9069,18138,1176,294,0,2,yes
CLM-030675,Liability,8251,16502,312,78,0,2,yes
CLM-030141,Liability,8251,16502,1236,309,0,2,yes
CLM-008930,Property,9069,18138,564,141,0,2,yes
CLM-057106,Property,9069,18138,108,27,0,2,yes
CLM-028991,Auto,7517,15034,852,213,0,2,yes
CLM-052688,Property,9069,18138,576,144,0,2,yes
CLM-004829,Property,9444,18888,360,90,0,2,yes
CLM-003777,Auto,7517,15034,84,21,0,18,no
CLM-036697,Auto,7517,15034,1200,300,0,2,yes
CLM-053380,Property,9069,18138,240,60,0,2,yes
CLM-055190,Health,11586,23172,144,36,0,2,yes
CLM-004733,Health,11586,23172,600,150,0,18,no
CLM-028201,Property,9069,18138,288,72,0,2,yes
CLM-030442,Property,8696,17392,1404,351,0,2,yes
CLM-029682,Auto,7517,15034,960,240,0,2,yes
CLM-032179,Property,10444,20888,1272,318,0,2,yes
CLM-053779,Auto,7773,15546,264,66,0,2,yes
CLM-025984,Health,11586,23172,1260,315,0,2,yes
CLM-017034,Auto,7517,15034,1044,261,0,2,yes
CLM-010334,Auto,7517,15034,1200,300,0,2,yes
CLM-024210,Health,11586,23172,180,45,0,2,yes
CLM-013180,Property,9069,18138,1260,315,0,2,yes
CLM-024296,Health,11586,23172,1368,342,0,2,yes
CLM-047756,Auto,7517,15034,12,3,0,2,yes
CLM-014653,Health,11586,23172,1440,360,0,2,yes
CLM-055743,Property,9069,18138,96,24,0,2,yes
CLM-031658,Property,9069,18138,1416,354,0,2,yes
CLM-055493,Auto,7773,15546,1140,285,0,2,yes
CLM-028107,Health,11586,23172,600,150,0,2,yes
CLM-052149,Property,9069,18138,684,171,0,2,yes
CLM-049384,Property,8696,17392,120,30,0,2,yes
CLM-040454,Health,11586,23172,1248,312,0,2,yes
CLM-048953,Property,9444,18888,1416,354,0,2,yes
CLM-027851,Property,9069,18138,1212,303,0,2,yes
CLM-008430,Health,11586,23172,276,69,0,2,yes
CLM-057726,Health,11586,23172,1500,375,0,2,yes
CLM-005842,Health,11586,23172,108,27,0,2,yes
CLM-023974,Auto,7773,15546,1260,315,0,2,yes
CLM-055629,Auto,7517,15034,552,138,0,2,yes
CLM-002770,Auto,7517,15034,96,24,0,2,yes
CLM-002513,Property,8696,17392,60,15,0,2,yes
CLM-001311,Health,11586,23172,108,27,0,2,yes
CLM-036650,Property,9069,18138,108,27,0,2,yes
CLM-028090,Auto,7517,15034,480,120,0,2,yes
CLM-021778,Health,11586,23172,168,42,0,2,yes
CLM-050070,Property,9444,18888,1404,351,0,2,yes
CLM-040942,Property,8696,17392,636,159,0,2,yes
CLM-046484,Property,9444,18888,120,30,0,2,yes
CLM-040213,Liability,8251,16502,108,27,0,2,yes
CLM-016891,Auto,7517,15034,636,159,0,18,no
CLM-004677,Health,11586,23172,108,27,0,2,yes
CLM-040025,Auto,7517,15034,1464,366,0,2,yes
CLM-038236,Property,9069,18138,1212,303,0,2,yes
CLM-005907,Property,10444,20888,144,36,0,2,yes
CLM-052429,Auto,7517,15034,1152,288,0,2,yes
CLM-022706,Auto,7773,15546,1032,258,0,2,yes
CLM-016346,Auto,7517,15034,576,144,0,2,yes
CLM-053296,Health,11586,23172,276,69,0,2,yes
CLM-005119,Health,11586,23172,1284,321,0,2,yes
CLM-009282,Property,9069,18138,468,117,0,2,yes
CLM-004851,Health,11586,23172,12,3,0,2,yes
CLM-009550,Property,9069,18138,1260,315,0,2,yes
CLM-027220,Health,11586,23172,1344,336,0,2,yes
CLM-019735,Property,9444,18888,96,24,0,2,yes
CLM-027510,Liability,8251,16502,684,171,0,2,yes
CLM-009905,Health,11586,23172,228,57,0,2,yes
CLM-051736,Property,9069,18138,108,27,0,2,yes
CLM-004794,Health,11586,23172,1476,369,0,2,yes
CLM-009498,Auto,7517,15034,972,243,0,18,no
CLM-049333,Health,11586,23172,588,147,0,18,no
CLM-051821,Auto,7517,15034,1164,291,0,2,yes
CLM-046534,Health,11586,23172,1476,369,0,2,yes
CLM-027075,Health,11586,23172,684,171,0,2,yes
CLM-013520,Auto,7517,15034,12,3,0,2,yes
CLM-008422,Auto,7517,15034,1296,324,0,2,yes
CLM-002674,Health,11586,23172,1428,357,0,2,yes
CLM-050264,Property,8696,17392,252,63,0,2,yes
CLM-032301,Auto,7517,15034,96,24,0,2,yes
CLM-029893,Health,11586,23172,108,27,0,2,yes
CLM-034062,Auto,7517,15034,240,60,0,2,yes
CLM-043733,Property,9069,18138,1248,312,0,2,yes
CLM-020417,Property,9069,18138,228,57,0,2,yes
CLM-020180,Auto,7517,15034,552,138,0,2,yes
CLM-002306,Auto,7517,15034,756,189,0,2,yes
CLM-001277,Property,9069,18138,1212,303,0,2,yes
CLM-040034,Health,11586,23172,1260,315,0,2,yes
CLM-045856,Auto,7517,15034,36,9,0,2,yes
CLM-027511,Auto,7517,15034,0,0,0,2,yes
CLM-047280,Health,11586,23172,1200,300,0,2,yes
CLM-028795,Auto,9942,19884,108,27,0,2,yes
CLM-016577,Health,11586,23172,1368,342,0,2,yes
CLM-052540,Property,9069,18138,900,225,0,2,yes
CLM-004491,Auto,7517,15034,108,27,0,2,yes
CLM-035804,Auto,7517,15034,1272,318,0,2,yes
CLM-036729,Auto,9942,19884,108,27,0,2,yes
CLM-010033,Health,11586,23172,192,48,0,2,yes
CLM-037672,Property,10444,20888,324,81,0,2,yes
CLM-019629,Auto,7517,15034,264,66,0,2,yes
CLM-034382,Property,9069,18138,456,114,0,2,yes
CLM-031555,Auto,7517,15034,876,219,0,2,yes
CLM-032542,Property,9069,18138,108,27,0,2,yes
CLM-004661,Health,11586,23172,864,216,0,2,yes
CLM-012486,Auto,7773,15546,540,135,0,2,yes
CLM-055635,Health,11586,23172,1428,357,0,18,no
CLM-056263,Health,11586,23172,1404,351,0,2,yes
CLM-045014,Auto,7517,15034,96,24,0,2,yes
CLM-051257,Health,11586,23172,108,27,0,2,yes
CLM-006640,Property,9069,18138,432,108,0,2,yes
CLM-040643,Property,9069,18138,1428,357,0,2,yes
CLM-013035,Property,9069,18138,108,27,0,2,yes
CLM-016314,Property,9069,18138,1428,357,0,2,yes
CLM-005357,Auto,7517,15034,48,12,0,2,yes
CLM-051785,Health,11586,23172,468,117,0,2,yes
CLM-036331,Property,10444,20888,1176,294,0,18,no
CLM-017473,Auto,7517,15034,12,3,0,2,yes
CLM-036645,Health,11586,23172,84,21,0,2,yes
CLM-056503,Property,9069,18138,1428,357,0,2,yes
CLM-036670,Health,11586,23172,108,27,0,2,yes
CLM-018968,Auto,7517,15034,288,72,0,2,yes
CLM-019277,Auto,7517,15034,312,78,0,2,yes
CLM-047761,Property,9069,18138,36,9,0,2,yes
CLM-023142,Liability,8251,16502,1368,342,0,2,yes
CLM-027519,Auto,7517,15034,132,33,0,2,yes
CLM-036869,Health,11586,23172,852,213,0,2,yes
CLM-006098,Auto,7517,15034,648,162,0,2,yes
CLM-008527,Auto,7517,15034,708,177,0,2,yes
CLM-049469,Property,9069,18138,1284,321,0,2,yes
CLM-010149,Auto,7773,15546,684,171,0,2,yes
CLM-049376,Health,11586,23172,156,39,0,2,yes
CLM-040186,Liability,8251,16502,1428,357,0,2,yes
CLM-037644,Auto,7517,15034,396,99,0,2,yes
CLM-038336,Property,9069,18138,1308,327,0,2,yes
CLM-018188,Auto,7517,15034,288,72,0,2,yes
CLM-031662,Property,8696,17392,540,135,0,2,yes
CLM-039983,Auto,7517,15034,24,6,0,18,no
CLM-021199,Health,11586,23172,1248,312,0,2,yes
CLM-010278,Property,8696,17392,1464,366,0,2,yes
CLM-050946,Health,11586,23172,252,63,0,2,yes
CLM-028284,Health,11586,23172,12,3,0,2,yes
CLM-032627,Auto,7773,15546,1344,336,0,2,yes
CLM-045023,Health,11586,23172,96,24,0,2,yes
CLM-017923,Property,9444,18888,192,48,0,18,no
CLM-039093,Health,11586,23172,1476,369,0,18,no
CLM-042677,Property,9069,18138,1308,327,0,2,yes
CLM-018606,Health,11586,23172,96,24,0,2,yes
CLM-054820,Health,11586,23172,276,69,0,2,yes
CLM-054047,Auto,7517,15034,648,162,0,2,yes
CLM-042442,Health,11586,23172,120,30,0,2,yes
CLM-039996,Health,11586,23172,408,102,0,2,yes
CLM-017727,Property,9069,18138,1260,315,0,2,yes
CLM-020712,Property,9069,18138,1224,306,0,2,yes
CLM-012712,Property,9069,18138,1284,321,0,18,no
CLM-027118,Health,11586,23172,1308,327,0,2,yes
CLM-019334,Health,11586,23172,84,21,0,2,yes
CLM-004199,Health,11586,23172,96,24,0,2,yes
CLM-048973,Property,9069,18138,444,111,0,2,yes
CLM-053814,Auto,7517,15034,300,75,0,2,yes
CLM-035533,Auto,7517,15034,408,102,0,2,yes
CLM-048091,Auto,7773,15546,1500,375,0,2,yes
CLM-049248,Property,9069,18138,372,93,0,2,yes
CLM-041197,Health,11586,23172,384,96,0,2,yes
CLM-037118,Property,9069,18138,1308,327,0,2,yes
CLM-029980,Property,8696,17392,1296,324,0,2,yes
CLM-055344,Health,11586,23172,120,30,0,2,yes
CLM-038919,Liability,8251,16502,1272,318,0,2,yes
CLM-038642,Property,8696,17392,96,24,0,2,yes
CLM-052878,Health,11586,23172,1404,351,0,2,yes
CLM-016959,Health,11586,23172,804,201,0,2,yes
CLM-055113,Auto,9942,19884,120,30,0,2,yes
CLM-004249,Property,10444,20888,432,108,0,2,yes
CLM-056762,Property,9069,18138,780,195,0,2,yes
CLM-029579,Auto,7517,15034,852,213,0,2,yes
CLM-051034,Health,11586,23172,1212,303,0,2,yes
CLM-019902,Property,9069,18138,840,210,0,2,yes
CLM-055388,Health,11586,23172,1320,330,0,18,no
CLM-057528,Health,11586,23172,1248,312,0,2,yes
CLM-049116,Health,11586,23172,1416,354,0,2,yes
CLM-007180,Health,11586,23172,1368,342,0,2,yes
CLM-057376,Auto,7517,15034,1176,294,0,2,yes
CLM-032432,Auto,7517,15034,612,153,0,2,yes
CLM-034877,Property,9069,18138,1440,360,0,2,yes
CLM-034058,Auto,7517,15034,48,12,0,2,yes
CLM-031713,Auto,7517,15034,816,204,0,2,yes
CLM-031636,Auto,7517,15034,492,123,0,2,yes
CLM-029118,Health,11586,23172,228,57,0,2,yes
CLM-035188,Auto,7517,15034,564,141,0,2,yes
CLM-019942,Health,11586,23172,504,126,0,2,yes
CLM-021038,Auto,7517,15034,384,96,0,2,yes
CLM-026442,Auto,7517,15034,984,246,0,18,no
CLM-007656,Auto,7517,15034,144,36,0,2,yes
CLM-042870,Auto,7517,15034,1296,324,0,2,yes
CLM-036181,Liability,8251,16502,1476,369,0,2,yes
CLM-034980,Property,9069,18138,1356,339,0,2,yes
CLM-045281,Auto,7517,15034,120,30,0,2,yes
CLM-011921,Property,8696,17392,108,27,0,2,yes
CLM-053851,Health,11586,23172,576,144,0,2,yes
CLM-032530,Auto,7517,15034,1224,306,0,18,no
CLM-018490,Property,9069,18138,1260,315,0,2,yes
CLM-051396,Auto,7517,15034,264,66,0,2,yes
CLM-003977,Property,9444,18888,1296,324,0,2,yes
CLM-001506,Auto,7517,15034,732,183,0,2,yes
CLM-002111,Health,11586,23172,540,135,0,2,yes
CLM-031943,Auto,7517,15034,1248,312,0,2,yes
CLM-018774,Auto,7517,15034,684,171,0,2,yes
CLM-029602,Health,11586,23172,48,12,0,2,yes
CLM-008561,Auto,7517,15034,204,51,0,18,no
CLM-017597,Property,10444,20888,1188,297,0,2,yes
CLM-040734,Auto,7517,15034,1104,276,0,2,yes
CLM-053370,Liability,8251,16502,48,12,0,2,yes
CLM-036942,Property,9069,18138,1320,330,0,2,yes
CLM-011630,Auto,7517,15034,468,117,0,2,yes
CLM-050178,Auto,7517,15034,300,75,0,2,yes
CLM-014600,Health,11586,23172,168,42,0,2,yes
CLM-051682,Property,9069,18138,432,108,0,2,yes
CLM-040524,Property,9069,18138,1260,315,0,2,yes
CLM-031184,Property,9069,18138,1380,345,0,2,yes
CLM-018926,Property,9069,18138,684,171,0,2,yes
CLM-047781,Property,9069,18138,1272,318,0,2,yes
CLM-042915,Property,9069,18138,540,135,0,2,yes
CLM-008739,Health,11586,23172,1320,330,0,2,yes
CLM-036862,Auto,7517,15034,60,15,0,2,yes
CLM-036300,Health,11586,23172,504,126,0,2,yes
CLM-021567,Property,9444,18888,828,207,0,2,yes
CLM-009858,Auto,7517,15034,828,207,0,2,yes
CLM-044307,Property,9069,18138,12,3,0,2,yes
CLM-028561,Property,9069,18138,1248,312,0,2,yes
CLM-057436,Property,9069,18138,468,117,0,2,yes
CLM-024994,Property,9069,18138,360,90,0,2,yes
CLM-041187,Property,9069,18138,108,27,0,2,yes
CLM-025684,Health,11586,23172,1392,348,0,2,yes
CLM-046049,Health,11586,23172,1248,312,0,2,yes
CLM-032103,Property,9069,18138,648,162,0,2,yes
CLM-054929,Property,8696,17392,708,177,0,2,yes
CLM-040105,Auto,7517,15034,780,195,0,2,yes
CLM-015887,Property,9069,18138,252,63,0,2,yes
CLM-035409,Auto,7517,15034,1332,333,0,2,yes
CLM-028101,Property,10444,20888,12,3,0,2,yes
CLM-026889,Property,9069,18138,1380,345,0,2,yes
CLM-005987,Health,11586,23172,1248,312,0,2,yes
CLM-001564,Property,9069,18138,1392,348,0,2,yes
CLM-020258,Property,9444,18888,240,60,0,2,yes
CLM-018857,Property,9069,18138,1068,267,0,2,yes
CLM-004067,Health,11586,23172,1200,300,0,2,yes
CLM-001912,Health,11586,23172,504,126,0,2,yes
CLM-051955,Health,11586,23172,156,39,0,2,yes
CLM-040271,Health,11586,23172,1332,333,0,2,yes
CLM-011241,Property,9444,18888,1200,300,0,2,yes
CLM-007346,Liability,8251,16502,108,27,0,2,yes
CLM-021719,Property,9069,18138,1428,357,0,18,no
CLM-053677,Auto,7517,15034,1200,300,0,18,no
CLM-011446,Auto,7517,15034,660,165,0,2,yes
CLM-016539,Property,9444,18888,1320,330,0,2,yes
CLM-036752,Auto,7773,15546,1236,309,0,2,yes
CLM-027402,Liability,8251,16502,1392,348,0,2,yes
CLM-020995,Auto,7517,15034,1500,375,0,2,yes
CLM-057619,Auto,7517,15034,48,12,0,2,yes
CLM-048031,Auto,9942,19884,1452,363,0,2,yes
CLM-038638,Property,9069,18138,1272,318,0,2,yes
CLM-037886,Health,11586,23172,1308,327,0,2,yes
CLM-021163,Health,11586,23172,132,33,0,2,yes
CLM-003423,Health,11586,23172,732,183,0,18,no
CLM-009307,Property,9069,18138,1224,306,0,2,yes
CLM-001751,Auto,7517,15034,216,54,0,2,yes
CLM-005833,Health,11586,23172,0,0,0,2,yes
CLM-005545,Health,11586,23172,1476,369,0,2,yes
CLM-006762,Property,9069,18138,1128,282,0,2,yes
CLM-016364,Health,11586,23172,96,24,0,2,yes
CLM-027690,Auto,7517,15034,1080,270,0,2,yes
CLM-039739,Property,9069,18138,1404,351,0,2,yes
CLM-013957,Health,11586,23172,1428,357,0,2,yes
CLM-011080,Property,9069,18138,1356,339,0,2,yes
CLM-028563,Auto,7517,15034,696,174,0,2,yes
CLM-024139,Auto,7517,15034,228,57,0,2,yes
CLM-049159,Liability,8251,16502,840,210,0,2,yes
CLM-002276,Liability,9069,18138,1332,333,0,2,yes
CLM-000926,Auto,7517,15034,48,12,0,2,yes
CLM-054112,Health,11586,23172,1356,339,0,2,yes
CLM-045280,Property,9069,18138,708,177,0,2,yes
CLM-005656,Property,9069,18138,96,24,0,2,yes
CLM-003959,Property,9069,18138,552,138,0,18,no
CLM-014780,Auto,7773,15546,1428,357,0,18,no
CLM-049057,Property,9444,18888,1272,318,0,2,yes
CLM-009677,Auto,7517,15034,60,15,0,2,yes
CLM-033150,Health,11586,23172,1464,366,0,2,yes
CLM-011636,Auto,7517,15034,1044,261,0,2,yes
CLM-023834,Health,11586,23172,504,126,0,2,yes
CLM-018492,Liability,8251,16502,156,39,0,2,yes
CLM-011059,Health,11586,23172,1284,321,0,2,yes
CLM-054090,Auto,7517,15034,336,84,0,2,yes
CLM-011749,Property,9444,18888,204,51,0,2,yes
CLM-045581,Liability,8251,16502,768,192,0,2,yes
CLM-041966,Property,9069,18138,948,237,0,2,yes
CLM-029418,Auto,7517,15034,156,39,0,2,yes
CLM-002478,Auto,7517,15034,492,123,0,2,yes
CLM-054088,Auto,7517,15034,1308,327,0,2,yes
CLM-029953,Property,9069,18138,1308,327,0,2,yes
CLM-020321,Property,9069,18138,1416,354,0,2,yes
CLM-026499,Health,11586,23172,1404,351,0,2,yes
CLM-017791,Auto,7517,15034,444,111,0,2,yes
CLM-012378,Health,11586,23172,336,84,0,2,yes
CLM-045993,Property,9069,18138,1092,273,0,2,yes
CLM-037520,Auto,7517,15034,72,18,0,2,yes
CLM-021185,Auto,9942,19884,756,189,0,18,no
CLM-024332,Property,8696,17392,132,33,0,18,no
CLM-037854,Health,11586,23172,204,51,0,18,no
CLM-036503,Auto,7517,15034,912,228,0,2,yes
CLM-042388,Health,11586,23172,936,234,0,2,yes
CLM-007031,Health,11586,23172,1080,270,0,2,yes
CLM-013421,Health,11586,23172,1284,321,0,2,yes
CLM-054776,Property,9069,18138,468,117,0,2,yes
CLM-026915,Property,9069,18138,1272,318,0,2,yes
CLM-003325,Property,9069,18138,60,15,0,2,yes
CLM-052276,Health,11586,23172,324,81,0,2,yes
CLM-045550,Health,11586,23172,36,9,0,2,yes
CLM-056656,Auto,7517,15034,516,129,0,2,yes
CLM-009947,Liability,8251,16502,1140,285,0,2,yes
CLM-058591,Property,9069,18138,1488,372,0,2,yes
CLM-058185,Auto,7773,15546,1260,315,0,18,no
CLM-048603,Health,11586,23172,1008,252,0,2,yes
CLM-004718,Health,11586,23172,696,174,0,2,yes
CLM-030729,Property,9069,18138,204,51,0,2,yes
CLM-008717,Auto,7517,15034,84,21,0,2,yes
CLM-048598,Property,8696,17392,108,27,0,2,yes
CLM-004090,Auto,7517,15034,276,69,0,2,yes
CLM-048732,Property,9069,18138,696,174,0,2,yes
CLM-003035,Health,11586,23172,1404,351,0,2,yes
CLM-007412,Property,8696,17392,0,0,0,2,yes
CLM-053125,Property,8696,17392,1428,357,0,2,yes
CLM-012937,Health,11586,23172,708,177,0,2,yes
CLM-028227,Health,11586,23172,1440,360,0,2,yes
CLM-055779,Auto,7517,15034,492,123,0,2,yes
CLM-001965,Auto,7517,15034,816,204,0,2,yes
CLM-026529,Property,9069,18138,48,12,0,2,yes
CLM-012468,Property,9069,18138,1296,324,0,2,yes
CLM-020443,Health,11586,23172,1200,300,0,2,yes
CLM-018431,Auto,7773,15546,456,114,0,2,yes
